,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,IDList,6_Month,12_Month,24_Month,Lifetime
658,5009543,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2.0,"[5009543, 5009545, 5009546, 5009548, 5009551, 5009553, 5009554, 5009555, 5009556, 5009557, 5009558, 5009559, 5009560, 5009561]",1.0,1.0,1.0,1.0
672,5009562,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,1,0,1,0,Null,1.0,"[5009562, 5009563, 5009564]",0.0,1.0,1.0,0.0
676,5009565,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,1,1,1,0,Laborers,2.0,"[5009565, 5009566, 5009567, 5009568, 5009569, 5009570, 5009571, 5009572, 5009573, 5009574]",0.0,0.0,1.0,0.0
686,5009575,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17074,-798,1,0,0,0,Accountants,2.0,"[5009575, 5009576]",0.0,0.0,0.0,0.0
689,5009577,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,1,0,0,0,Null,2.0,"[5009577, 5009578, 5009579, 5009580, 5009581]",0.0,0.0,1.0,0.0
694,5009582,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-11682,-678,1,0,0,0,Sales staff,1.0,"[5009582, 5009583, 5009584]",0.0,0.0,1.0,1.0
697,5009585,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-14374,-798,1,0,1,0,Sales staff,1.0,"[5009585, 5009586]",0.0,0.0,0.0,0.0
699,5009590,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-8488,-1835,1,0,1,0,Null,2.0,"[5009590, 5009591]",0.0,1.0,1.0,0.0
701,5009592,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-23532,365243,1,0,1,0,Null,1.0,"[5009592, 5090748]",1.0,1.0,1.0,0.0
703,5009593,F,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,1,0,Core staff,2.0,"[5009593, 5009594, 5009595, 5009597, 5009599, 5009600]",0.0,0.0,0.0,0.0
709,5009602,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13455,-2748,1,1,1,0,Sales staff,2.0,[5009602],0.0,0.0,0.0,0.0
711,5009603,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,1,1,0,0,Sales staff,3.0,"[5009603, 5009605, 5009606]",1.0,1.0,1.0,0.0
714,5009607,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,1,1,1,0,High skill tech staff,4.0,"[5009607, 5009608, 5009609, 5009610, 5009611, 5009612, 5009613, 5009614]",0.0,0.0,0.0,0.0
723,5009617,M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17367,365243,1,0,0,0,Null,2.0,"[5009617, 5009618]",0.0,0.0,1.0,0.0
726,5009620,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,1,1,0,0,Drivers,2.0,"[5009620, 5009622, 5009623, 5009624]",0.0,0.0,0.0,0.0
730,5009625,F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,1,1,0,0,Laborers,2.0,"[5009625, 5009627, 5009628, 5009629]",0.0,0.0,1.0,1.0
736,5009631,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9890,-2047,1,0,1,0,Laborers,2.0,"[5009631, 5009632]",0.0,0.0,1.0,0.0
739,5009633,M,Y,N,1,144000.0,Working,Incomplete higher,Married,House / apartment,-10049,-283,1,1,0,0,Drivers,3.0,"[5009633, 5009634]",0.0,0.0,0.0,0.0
741,5009636,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,1,0,1,0,Null,2.0,"[5009636, 5009637, 5009638, 5009639]",0.0,0.0,0.0,0.0
745,5009642,M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8489,-921,1,1,0,0,Null,1.0,"[5009642, 5009643]",0.0,0.0,0.0,0.0
747,5009646,M,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,1,1,0,0,Low-skill Laborers,1.0,"[5009646, 5009647, 5009648, 5090751]",0.0,0.0,1.0,0.0
752,5009651,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,1,0,1,0,Null,2.0,"[5009651, 5009653, 5009654, 5009655, 5009656, 5009657, 5009658]",0.0,0.0,0.0,0.0
760,5009660,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,Null,1.0,"[5009660, 5009661, 5009662, 5009663]",0.0,0.0,0.0,0.0
764,5009664,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,1,0,0,0,Null,1.0,"[5009664, 5009665, 5009666, 5009667, 5009668]",1.0,1.0,1.0,1.0
770,5009671,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15805,-433,1,1,0,0,Core staff,2.0,"[5009671, 5009672]",0.0,0.0,0.0,0.0
772,5009673,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,Null,1.0,"[5009673, 5009674, 5009675, 5009676, 5009677, 5009678, 5009680, 5009681, 5009682, 5009683, 5009684, 5009685, 5009686, 5009687, 5009688]",0.0,0.0,1.0,0.0
787,5009689,F,N,N,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,1,0,1,0,Null,1.0,"[5009689, 5009690, 5009691, 5009693]",0.0,0.0,0.0,0.0
792,5009694,M,Y,N,0,1350000.0,Commercial associate,Higher education,Married,Municipal apartment,-12999,-1560,1,0,1,1,Managers,2.0,"[5009694, 5009695, 5009698, 5009699, 5009700, 5090752]",1.0,1.0,1.0,1.0
799,5009701,F,N,N,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20863,365243,1,0,0,0,Null,2.0,"[5009701, 5009702, 5009703, 5009704, 5009705]",0.0,0.0,0.0,0.0
804,5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11644,-344,1,0,0,0,Managers,2.0,"[5009706, 5009707, 5009709]",0.0,0.0,0.0,0.0
808,5009711,F,Y,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11102,-433,1,1,1,0,Sales staff,2.0,"[5009711, 5009712]",0.0,1.0,1.0,0.0
810,5009713,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9380,-1713,1,1,1,0,Null,1.0,"[5009713, 5009714, 5009715, 5009716, 5009717, 5009718]",0.0,0.0,0.0,1.0
816,5009719,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19316,-4451,1,1,1,0,Null,1.0,"[5009719, 5009722]",0.0,0.0,0.0,0.0
818,5009724,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-9887,-2474,1,0,1,0,Sales staff,2.0,"[5009724, 5009725, 5009726, 5009727]",0.0,0.0,0.0,0.0
822,5009729,M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-13178,-1317,1,1,0,0,Laborers,2.0,"[5009729, 5009730, 5009731]",1.0,1.0,1.0,0.0
825,5009732,F,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19341,-7314,1,1,1,0,Managers,2.0,"[5009732, 5009733, 5009734]",0.0,0.0,0.0,0.0
829,5009736,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14657,-4392,1,1,1,0,Core staff,2.0,"[5009736, 5009737, 5009738, 5009739, 5009740, 5009741]",1.0,1.0,1.0,0.0
835,5009742,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12328,-2474,1,1,1,0,Sales staff,2.0,"[5009742, 5009743]",0.0,0.0,0.0,0.0
837,5009745,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13557,-586,1,1,1,0,Null,2.0,"[5009745, 5009746, 5009748, 5009750, 5009751, 5009755, 5090754, 5009744, 5009749, 5009752, 5009754]",1.0,1.0,1.0,1.0
845,5009757,M,Y,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1.0,"[5009757, 5009758, 5009759, 5009760, 5009761]",0.0,0.0,1.0,0.0
851,5009762,M,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14118,-3174,1,0,0,0,Laborers,1.0,"[5009762, 5009764, 5009765, 5009766, 5009767, 5009768, 5009773, 5009774, 5009775, 5009777, 5009779]",0.0,0.0,1.0,0.0
863,5009783,M,Y,N,2,445500.0,State servant,Higher education,Married,Municipal apartment,-14906,-6826,1,1,0,0,Core staff,4.0,"[5009783, 5009784]",0.0,0.0,0.0,0.0
865,5009785,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,Null,1.0,"[5009785, 5009788, 5009789, 5009790, 5009791, 5009792, 5009794, 5009796, 5009797, 5009798]",1.0,1.0,1.0,1.0
876,5009799,F,Y,N,0,382500.0,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,Null,2.0,"[5009799, 5009800, 5009801, 5009802, 5009803, 5009804, 5090756]",0.0,0.0,0.0,0.0
883,5009805,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-11813,-3266,1,1,1,0,Sales staff,3.0,"[5009805, 5009806, 5009807, 5009808, 5009809, 5009810, 5009811, 5009812, 5009813, 5009814, 5009816, 5009817, 5090772, 5090773]",0.0,0.0,1.0,0.0
898,5009819,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14883,-5457,1,0,1,0,Cooking staff,2.0,"[5009819, 5009820, 5009821, 5009822, 5009823, 5009824, 5009825]",1.0,1.0,1.0,1.0
905,5009826,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15759,-374,1,1,0,0,Sales staff,2.0,"[5009826, 5009827, 5009828, 5009829, 5009830]",0.0,0.0,0.0,0.0
910,5009831,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,-10435,-1713,1,1,0,0,Core staff,2.0,"[5009831, 5009832, 5009833, 5009834, 5009835, 5009836]",1.0,1.0,1.0,0.0
917,5009837,F,N,N,0,135000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13120,-5578,1,0,0,0,Medicine staff,2.0,"[5009837, 5009838]",0.0,1.0,1.0,0.0
919,5009839,M,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12636,-405,1,0,0,0,Laborers,2.0,"[5009839, 5009841]",0.0,0.0,0.0,0.0
921,5009843,F,N,N,0,81000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17932,-1470,1,0,0,0,Sales staff,1.0,[5009843],0.0,1.0,1.0,1.0
922,5009844,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15901,-130,1,1,0,0,Security staff,2.0,"[5009844, 5009845]",0.0,0.0,0.0,0.0
924,5009846,M,N,N,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12282,-405,1,0,1,0,Managers,2.0,[5009846],0.0,0.0,0.0,0.0
925,5009847,F,N,N,0,99000.0,Commercial associate,Higher education,Married,House / apartment,-10084,-678,1,0,0,0,Sales staff,2.0,"[5009847, 5009848, 5009849]",0.0,0.0,1.0,0.0
928,5009850,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,-10276,-556,1,1,1,0,Drivers,1.0,"[5009850, 5009851, 5009852, 5009853, 5009854, 5009856, 5009857, 5009858, 5009859, 5009860]",1.0,1.0,1.0,1.0
938,5009864,M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,-14555,-1226,1,1,0,0,Managers,2.0,"[5009864, 5009865, 5009866, 5009867, 5009868]",0.0,0.0,0.0,0.0
943,5009872,M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-15144,-6400,1,1,0,0,Managers,4.0,"[5009872, 5009873, 5009874, 5009875]",0.0,0.0,0.0,1.0
948,5009877,F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,-15499,-1287,1,1,1,0,Core staff,4.0,"[5009877, 5009878]",0.0,0.0,0.0,0.0
950,5009879,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-9839,-1835,1,1,0,0,Laborers,4.0,[5009879],0.0,0.0,0.0,0.0
951,5009880,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21635,365243,1,0,1,0,Null,2.0,"[5009880, 5009881, 5009882, 5009883, 5009884, 5009885, 5009886, 5009887, 5009888]",1.0,1.0,1.0,0.0
962,5009889,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13172,-1195,1,0,0,1,Managers,1.0,"[5009889, 5009890]",0.0,0.0,0.0,0.0
964,5009893,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,-11992,-2351,1,0,0,0,Private service staff,3.0,[5009893],0.0,0.0,0.0,0.0
966,5009897,F,Y,Y,2,90000.0,State servant,Higher education,Married,House / apartment,-11131,-405,1,0,0,0,Core staff,4.0,"[5009897, 5009898, 5009899]",1.0,1.0,1.0,1.0
969,5009900,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,1,0,0,0,Drivers,2.0,"[5009900, 5009903, 5009906, 5009907, 5009908, 5009909, 5009910, 5009911]",1.0,1.0,1.0,1.0
977,5009914,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,-12752,-433,1,0,1,0,Accountants,4.0,"[5009914, 5009915, 5009916, 5009917, 5009918, 5009919]",1.0,1.0,1.0,1.0
983,5009922,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,-19958,-7465,1,0,0,0,Laborers,2.0,"[5009922, 5009923, 5009924, 5009925, 5009927, 5009928, 5009929, 5009930, 5009931, 5009932]",0.0,0.0,1.0,0.0
997,5009934,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,1,0,0,0,Sales staff,4.0,"[5009934, 5009935, 5009938, 5009939, 5009940, 5009941, 5009942, 5009943]",1.0,1.0,1.0,1.0
1007,5009944,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-8482,-1501,1,1,0,1,Null,1.0,[5009944],1.0,1.0,1.0,1.0
1008,5009945,F,Y,N,2,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12756,365243,1,0,0,1,Null,4.0,[5009945],0.0,0.0,0.0,0.0
1009,5009946,F,Y,Y,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,1,0,0,0,Cooking staff,4.0,"[5009946, 5009947, 5009949, 5009950]",0.0,0.0,0.0,0.0
1013,5009951,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23083,365243,1,0,0,0,Null,2.0,[5009951],0.0,0.0,0.0,0.0
1014,5009952,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,1,0,0,0,Null,2.0,"[5009952, 5009954, 5009955]",1.0,1.0,1.0,1.0
1017,5009957,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,1,0,0,0,Null,3.0,"[5009957, 5009958, 5009960, 5009961]",0.0,1.0,1.0,0.0
1022,5009965,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2.0,"[5009965, 5009966, 5009967, 5009968, 5009969, 5009970, 5009971, 5009978, 5009979, 5009980, 5009981, 5009983, 5009984, 5009985, 5009986]",0.0,1.0,1.0,1.0
1038,5009988,M,Y,Y,0,495000.0,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,1,0,0,0,Null,1.0,"[5009988, 5009989, 5009990]",0.0,0.0,0.0,0.0
1041,5009991,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Office apartment,-14749,-2382,1,0,0,1,Drivers,4.0,"[5009991, 5009992]",0.0,0.0,0.0,0.0
1043,5009993,F,N,Y,0,135000.0,Working,Incomplete higher,Married,House / apartment,-16839,-3692,1,0,0,0,Managers,2.0,[5009993],0.0,0.0,0.0,0.0
1044,5009994,M,Y,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,1,0,0,0,Managers,3.0,"[5009994, 5009995, 5009996, 5009997, 5009998]",0.0,1.0,1.0,0.0
1049,5009999,F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,1,0,1,1,Accountants,3.0,"[5009999, 5010000]",0.0,0.0,0.0,0.0
1051,5010001,F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,1,0,0,0,Core staff,4.0,"[5010001, 5010002, 5010003, 5010004]",1.0,1.0,1.0,1.0
1055,5010005,M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,1,0,0,0,Null,2.0,"[5010005, 5010006]",0.0,0.0,0.0,0.0
1058,5010007,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,1,0,1,0,Secretaries,3.0,"[5010007, 5010009, 5010010, 5010011, 5010012]",0.0,1.0,1.0,0.0
1065,5010015,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,1,0,0,0,Null,2.0,"[5010015, 5010016, 5010017, 5010018, 5010019]",0.0,1.0,1.0,0.0
1071,5010020,F,N,N,0,99000.0,Commercial associate,Higher education,Single / not married,With parents,-10833,-2504,1,0,0,1,Null,1.0,"[5010020, 5010021]",0.0,1.0,1.0,1.0
1073,5010023,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,1,0,0,0,Laborers,2.0,"[5010023, 5010025, 5010026, 5010027, 5010028]",1.0,1.0,1.0,1.0
1078,5010031,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22121,365243,1,0,1,0,Null,2.0,"[5010031, 5010032]",0.0,1.0,1.0,0.0
1080,5010036,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,Null,2.0,"[5010036, 5010037, 5010038, 5010039, 5010040]",0.0,1.0,1.0,0.0
1087,5010041,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2.0,"[5010041, 5010042, 5010043, 5010044, 5010045, 5010046, 5010047, 5010048, 5010049]",0.0,1.0,1.0,1.0
1096,5010052,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2.0,"[5010052, 5010053, 5010055, 5010056]",0.0,1.0,1.0,1.0
1102,5010057,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16975,-2504,1,0,1,1,Laborers,1.0,"[5010057, 5010058]",0.0,0.0,0.0,0.0
1104,5010059,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,1,0,0,0,Null,2.0,"[5010059, 5010060, 5010061, 5010062, 5010063, 5010064, 5010066]",0.0,1.0,1.0,1.0
1114,5010067,F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,1,0,0,0,Core staff,1.0,"[5010067, 5010068]",0.0,0.0,1.0,1.0
1116,5010070,F,N,Y,0,279000.0,State servant,Higher education,Single / not married,House / apartment,-11091,-617,1,0,0,1,Managers,1.0,[5010070],0.0,0.0,0.0,0.0
1117,5010072,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,1,0,0,0,Core staff,2.0,"[5010072, 5010073, 5010075, 5010076]",0.0,0.0,1.0,0.0
1122,5010077,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,1,0,0,0,Cleaning staff,4.0,"[5010077, 5010078, 5010079]",0.0,1.0,1.0,0.0
1125,5010081,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,1,0,1,1,Security staff,2.0,"[5010081, 5010083, 5010084, 5010085, 5010086, 5010087, 5090855]",1.0,1.0,1.0,1.0
1132,5010088,F,Y,Y,0,112500.0,Working,Incomplete higher,Single / not married,With parents,-8128,-951,1,0,0,1,Sales staff,1.0,[5010088],0.0,0.0,0.0,0.0
1133,5010089,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2.0,"[5010089, 5010090, 5010091, 5010092, 5010093, 5010094]",1.0,1.0,1.0,1.0
1139,5010099,F,Y,Y,2,306000.0,State servant,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,4.0,"[5010099, 5010101, 5010102]",0.0,0.0,0.0,0.0
1142,5010104,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,1,0,0,0,Null,2.0,"[5010104, 5010105, 5010106]",0.0,0.0,0.0,0.0
1145,5010108,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,1,0,0,0,Null,2.0,"[5010108, 5010109, 5010110, 5010111, 5010112]",0.0,0.0,1.0,0.0
1150,5010113,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,Null,1.0,"[5010113, 5010114, 5010115, 5010116]",1.0,1.0,1.0,1.0
1155,5010117,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15397,-1894,1,1,1,0,Core staff,3.0,[5010117],0.0,0.0,0.0,0.0
1156,5010118,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8363,-525,1,0,0,0,Null,1.0,[5010118],0.0,0.0,0.0,0.0
1157,5010119,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,1,0,0,0,Managers,2.0,"[5010119, 5010120, 5010121, 5010122, 5010123]",0.0,0.0,1.0,0.0
1162,5010124,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14995,-5365,1,0,0,1,Null,3.0,[5010124],0.0,1.0,1.0,0.0
1163,5010126,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,4.0,"[5010126, 5010127, 5010128, 5010129, 5010133, 5010135, 5010136, 5010137]",0.0,1.0,1.0,0.0
1174,5010138,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,1,0,0,0,Null,2.0,"[5010138, 5010139, 5010140, 5010141, 5010143, 5010144, 5010145, 5010146]",1.0,1.0,1.0,1.0
1184,5010147,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,1,0,0,0,Managers,3.0,"[5010147, 5010150, 5010151, 5010152, 5010153, 5010154, 5010156, 5090887]",0.0,0.0,1.0,0.0
1192,5010158,M,Y,Y,0,202500.0,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,1,0,0,0,Null,2.0,"[5010158, 5010159]",0.0,0.0,0.0,0.0
1194,5010160,M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,"[5010160, 5010161, 5010162, 5010163, 5010164]",0.0,0.0,0.0,0.0
1199,5010165,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,1,0,0,0,Medicine staff,2.0,"[5010165, 5010166, 5010170]",1.0,1.0,1.0,1.0
1202,5010172,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,1,0,0,0,Laborers,2.0,"[5010172, 5010173]",0.0,0.0,0.0,0.0
1205,5010174,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-8824,-739,1,0,0,1,Laborers,2.0,[5010174],0.0,0.0,0.0,0.0
